studio,day,program,coach,timeslot,capacity
s3,d1,p107,c203,t303,25
s3,d2,p107,c204,t305,70
s3,d2,p105,c207,t304,55
s2,d4,p103,c201,t303,90
s7,d1,p104,c206,t301,44
s5,d1,p107,c205,t305,30
s6,d2,p104,c204,t307,63
s1,d6,p101,c201,t307,33
s3,d2,p104,c201,t303,48
s1,d4,p105,c201,t303,93
s4,d2,p106,c204,t305,69
s1,d3,p104,c203,t304,24
s1,d4,p101,c201,t302,91
s4,d6,p103,c205,t307,88
s4,d4,p101,c202,t303,76
s6,d2,p106,c203,t302,45
s3,d5,p103,c207,t303,25
s6,d2,p101,c201,t302,35
s4,d2,p104,c207,t307,79
s4,d2,p106,c207,t303,31
s7,d3,p106,c202,t307,94
s2,d7,p106,c205,t304,22
s1,d5,p101,c204,t302,82
s5,d5,p106,c207,t302,83
s6,d4,p103,c204,t301,81
s1,d3,p103,c201,t301,25
s5,d1,p102,c207,t304,38
s7,d1,p106,c207,t301,37
s4,d3,p105,c202,t307,99
s7,d7,p101,c201,t304,62
s6,d2,p104,c201,t303,92
s7,d1,p104,c202,t307,22
s6,d2,p102,c203,t305,91
s2,d3,p102,c206,t301,57
s7,d2,p102,c207,t304,87
s6,d3,p104,c203,t301,95
s1,d6,p104,c203,t301,63
s1,d4,p104,c201,t303,99
s5,d1,p105,c204,t302,82
s6,d2,p101,c204,t305,61
s3,d7,p103,c201,t303,83
s6,d6,p107,c205,t302,73
s1,d4,p104,c207,t303,97
s4,d7,p101,c202,t303,96
s5,d1,p101,c206,t305,90
s1,d3,p105,c206,t301,95
s3,d3,p103,c206,t305,56
s1,d3,p105,c204,t302,23
s6,d1,p107,c207,t307,21
s5,d4,p102,c206,t306,63
s3,d3,p107,c201,t306,86
s2,d5,p103,c202,t307,87
s1,d4,p101,c205,t305,95
s3,d3,p106,c205,t307,93
s7,d4,p104,c203,t307,81
s4,d3,p103,c207,t301,20
s5,d1,p107,c205,t305,36
s3,d6,p107,c203,t305,35
s5,d5,p106,c202,t307,28
s6,d2,p101,c205,t303,72
s6,d3,p101,c207,t301,92
s7,d1,p102,c203,t304,78
s2,d4,p104,c201,t303,28
s5,d3,p107,c201,t303,31
s2,d2,p101,c206,t307,60
s6,d7,p101,c201,t307,34
s1,d5,p104,c202,t301,85
s1,d7,p107,c205,t303,94
s7,d2,p105,c207,t305,30
s1,d5,p101,c206,t302,27
s4,d2,p105,c201,t307,74
s1,d4,p107,c207,t307,25
s4,d5,p105,c205,t306,72
s4,d3,p104,c205,t304,39
s2,d6,p101,c204,t304,58
s1,d6,p101,c202,t304,91
s4,d4,p107,c205,t303,53
s5,d4,p105,c206,t301,76
s2,d6,p102,c205,t305,38
s7,d1,p105,c201,t304,90
s1,d4,p101,c201,t303,50
s6,d3,p103,c206,t302,59
s7,d6,p105,c204,t303,33
s4,d7,p105,c204,t307,56
s7,d5,p101,c202,t307,63
s4,d2,p101,c207,t303,28
s7,d2,p106,c204,t306,77
s7,d1,p101,c206,t306,39
s2,d2,p104,c207,t304,69
s7,d1,p103,c204,t302,39
s2,d1,p102,c202,t306,55
s7,d4,p104,c202,t301,46
s2,d4,p105,c205,t306,91
s7,d4,p107,c204,t303,51
s6,d1,p106,c201,t306,20
s1,d5,p105,c203,t302,36
s4,d2,p106,c201,t304,28
s5,d2,p106,c205,t306,64
s6,d5,p105,c205,t304,85
s7,d4,p102,c205,t304,51
s5,d2,p103,c207,t303,64
s5,d2,p107,c201,t301,28
s2,d3,p102,c201,t307,49
s2,d4,p103,c207,t304,57
s6,d2,p105,c204,t305,79
s6,d5,p101,c207,t306,20
s2,d1,p102,c201,t303,24
s1,d5,p103,c207,t304,82
s6,d1,p106,c205,t307,55
s7,d4,p105,c201,t302,84
s6,d5,p105,c203,t301,97
s4,d3,p103,c205,t305,92
s7,d6,p104,c202,t307,43
s5,d2,p106,c205,t302,23
s4,d6,p102,c203,t302,97
s5,d6,p105,c207,t306,87
s4,d3,p106,c201,t304,44
s2,d5,p102,c206,t303,93
s1,d6,p101,c207,t302,26
s5,d1,p107,c204,t301,32
s3,d6,p106,c205,t306,87
s5,d3,p104,c202,t302,62
s6,d3,p104,c203,t307,76
s1,d6,p102,c203,t303,55
s4,d1,p104,c201,t303,33
s5,d6,p104,c206,t304,91
s7,d2,p106,c205,t307,46
s7,d4,p101,c203,t305,56
s4,d7,p103,c206,t304,90
s2,d5,p105,c204,t305,95
s1,d4,p107,c202,t307,44
s1,d3,p106,c205,t303,86
s7,d2,p101,c203,t305,23
s5,d3,p102,c204,t304,98
s4,d5,p106,c202,t302,93
s3,d6,p107,c203,t307,35
s4,d6,p105,c206,t306,38
s4,d6,p103,c206,t304,48
s6,d5,p105,c201,t307,70
s7,d2,p107,c201,t304,37
s4,d5,p102,c207,t302,77
s4,d1,p105,c201,t307,63
s4,d5,p106,c206,t306,35
s6,d6,p104,c203,t305,84
s5,d7,p107,c206,t306,21
s5,d3,p101,c201,t307,75
s3,d2,p105,c203,t305,98
s6,d5,p103,c202,t301,47
s7,d2,p102,c205,t303,84
s1,d3,p102,c203,t301,24
s7,d4,p104,c204,t301,41
s1,d5,p103,c203,t306,32
s3,d2,p104,c203,t303,84
s6,d5,p104,c202,t305,35
s6,d4,p101,c203,t306,83
s4,d3,p107,c201,t306,51
s2,d4,p107,c201,t305,99
s7,d5,p102,c203,t304,70
s5,d2,p107,c204,t307,98
s3,d3,p106,c206,t306,77
s1,d6,p101,c207,t304,65
s4,d6,p104,c205,t304,71
s4,d6,p101,c207,t302,82
s6,d1,p103,c205,t305,95
s4,d4,p102,c204,t304,79
s2,d3,p103,c202,t306,84
s3,d2,p103,c205,t303,74
s5,d2,p101,c203,t303,76
s5,d5,p103,c202,t301,90
s5,d1,p103,c201,t302,92
s7,d5,p105,c205,t304,45
s4,d6,p105,c204,t304,31
s1,d4,p102,c201,t304,90
s4,d2,p107,c205,t304,65
s4,d3,p107,c205,t305,66
s7,d4,p107,c201,t303,98
s6,d2,p105,c207,t306,57
s6,d1,p102,c206,t305,40
s2,d4,p103,c207,t307,33
s4,d2,p107,c204,t306,21
s4,d3,p105,c203,t302,91
s2,d4,p106,c203,t302,89
s4,d5,p103,c207,t302,52
s3,d7,p107,c206,t307,25
s3,d4,p104,c205,t305,56
s3,d4,p101,c201,t306,33
s2,d7,p102,c207,t302,56
s6,d4,p103,c206,t305,27
s5,d5,p107,c201,t304,96
s3,d2,p101,c207,t304,32
s1,d2,p104,c204,t302,59
s6,d2,p106,c204,t304,77
s1,d2,p106,c205,t305,37
s4,d4,p105,c203,t304,76
s6,d3,p105,c205,t302,57
s5,d4,p104,c205,t306,51
s4,d2,p106,c202,t304,85
s7,d2,p103,c201,t303,96
s6,d5,p102,c203,t301,44
s3,d4,p107,c202,t307,77
s7,d2,p107,c204,t301,94
s1,d4,p105,c201,t301,52
s2,d6,p101,c205,t307,85
s5,d7,p106,c202,t301,49
s4,d1,p103,c206,t306,53
s7,d1,p106,c207,t305,88
s6,d3,p105,c207,t305,67
s1,d3,p102,c206,t301,59
s3,d7,p103,c204,t302,70
s3,d3,p107,c206,t303,99
s5,d6,p101,c202,t306,32
s7,d7,p102,c206,t302,50
s4,d1,p102,c207,t306,58
s3,d5,p103,c204,t304,82
s1,d4,p107,c206,t306,67
s4,d6,p106,c205,t304,67
s1,d3,p105,c203,t307,80
s3,d7,p101,c206,t307,31
s1,d4,p105,c204,t305,97
s3,d2,p101,c202,t305,75
s2,d2,p103,c206,t301,37
s4,d6,p102,c201,t301,46
s7,d7,p102,c204,t304,47
s1,d3,p103,c204,t302,99
s4,d1,p102,c202,t302,71
s1,d4,p105,c205,t301,35
s7,d6,p107,c204,t301,96
s3,d2,p107,c206,t302,77
s3,d6,p107,c206,t303,28
s2,d2,p102,c201,t302,45
s1,d7,p106,c207,t304,47
s2,d5,p104,c205,t306,96
s1,d4,p103,c206,t307,55
s2,d5,p105,c204,t303,28
s4,d4,p102,c203,t307,66
s7,d3,p106,c204,t305,97
s6,d3,p101,c207,t305,70
s3,d6,p103,c203,t307,95
s1,d2,p107,c205,t306,76
s7,d4,p105,c207,t305,51
s5,d2,p102,c202,t305,86
s5,d3,p102,c207,t307,76
s3,d4,p105,c201,t303,73
s5,d3,p104,c202,t305,35
s5,d3,p106,c206,t306,81
s5,d1,p106,c207,t303,75
s2,d6,p105,c204,t302,42
s2,d4,p105,c205,t306,36
s1,d4,p107,c205,t307,99
s6,d5,p104,c203,t307,57
s2,d2,p105,c205,t303,91
s4,d7,p101,c205,t307,49
s7,d4,p102,c204,t303,77
s7,d5,p105,c202,t303,97
s1,d5,p107,c206,t307,41
s7,d7,p104,c205,t306,36
s5,d4,p101,c204,t302,34
s5,d3,p101,c207,t304,67
s3,d2,p106,c204,t303,51
s7,d4,p101,c205,t307,96
s7,d6,p104,c205,t304,59
s1,d7,p106,c201,t301,76
s5,d6,p106,c201,t305,77
s2,d5,p106,c202,t303,35
s5,d3,p103,c202,t305,47
s7,d7,p104,c207,t302,20
s5,d7,p104,c207,t307,60
s3,d3,p101,c206,t304,67
s7,d7,p106,c205,t301,50
s5,d6,p103,c202,t306,55
s4,d2,p102,c203,t305,52
s7,d3,p106,c204,t303,52
s4,d5,p102,c203,t301,42
s5,d6,p107,c207,t307,79
s7,d4,p107,c205,t307,98
s5,d7,p101,c206,t302,49
s4,d2,p106,c201,t304,64
s2,d6,p102,c201,t306,99
s1,d4,p102,c203,t304,58
s7,d3,p103,c205,t301,64
s4,d3,p103,c207,t304,97
s3,d6,p103,c204,t302,31
s4,d6,p101,c201,t301,51
s1,d4,p106,c201,t307,75
s4,d3,p102,c201,t307,43
s7,d7,p103,c205,t305,32
s6,d5,p107,c205,t302,39
s1,d4,p104,c205,t307,98
s2,d5,p102,c206,t303,75
s2,d3,p107,c206,t303,72
s5,d2,p106,c204,t305,87
s2,d5,p103,c203,t302,73
s4,d6,p107,c207,t305,53
s3,d3,p103,c204,t306,47
s4,d1,p107,c204,t305,69
s2,d3,p101,c207,t305,21
s3,d5,p106,c202,t304,45
s2,d1,p106,c202,t306,70
s1,d7,p103,c204,t306,66
s4,d2,p101,c204,t306,45
s3,d6,p102,c201,t303,94
s6,d1,p101,c205,t305,93
s7,d7,p102,c202,t306,80
s5,d3,p102,c201,t305,42
s7,d3,p105,c202,t304,56
s3,d5,p102,c205,t303,60
s3,d4,p107,c202,t303,71
s6,d7,p106,c205,t302,68
s6,d5,p101,c203,t303,46
s3,d2,p103,c201,t304,25
s5,d6,p104,c202,t301,93
s3,d5,p106,c202,t302,85
s4,d7,p106,c203,t302,43
s3,d7,p107,c206,t303,57
s2,d7,p102,c205,t303,47
s3,d6,p105,c205,t302,47
s3,d3,p107,c201,t306,85
s5,d1,p104,c207,t306,80
s1,d4,p105,c204,t307,65
s7,d4,p104,c204,t306,88
s7,d4,p104,c204,t303,94
s5,d3,p103,c202,t303,93
s5,d5,p106,c205,t301,62
s7,d3,p101,c203,t305,78
s7,d4,p104,c204,t306,21
s3,d6,p105,c203,t304,34
s6,d1,p106,c203,t303,56
s1,d6,p103,c203,t306,90
s5,d3,p102,c201,t306,39
s2,d5,p106,c201,t307,54
s1,d2,p102,c204,t301,53
s6,d2,p106,c207,t304,50
s5,d7,p102,c202,t306,38
s3,d2,p102,c202,t301,87
s6,d3,p104,c203,t302,43
s2,d2,p105,c207,t303,58
s7,d3,p101,c204,t305,73
s6,d3,p102,c201,t302,58
s1,d6,p107,c206,t307,36
s6,d6,p103,c207,t304,38
s7,d2,p107,c205,t305,67
s2,d1,p104,c206,t307,54
s4,d3,p103,c206,t306,51
s5,d4,p106,c204,t301,66
s3,d4,p104,c206,t307,66
s6,d5,p101,c203,t306,83
s6,d7,p106,c202,t302,65
s4,d6,p107,c201,t302,54
s7,d3,p105,c203,t301,36
s3,d2,p101,c204,t302,61
s5,d5,p106,c202,t307,48
s6,d5,p102,c206,t303,89
s4,d1,p103,c202,t307,36
s7,d1,p105,c205,t302,33
s1,d1,p103,c206,t303,43
s4,d3,p103,c201,t302,76
s7,d7,p107,c202,t307,69
s6,d5,p102,c206,t303,76
s6,d7,p104,c202,t307,80
s1,d3,p106,c202,t306,58
s1,d1,p103,c207,t304,74
s3,d7,p103,c207,t304,55
s2,d6,p101,c203,t302,56
s2,d1,p105,c203,t301,33
s6,d4,p104,c201,t306,46
s1,d1,p104,c202,t302,50
s5,d7,p101,c204,t307,92
s2,d7,p101,c207,t302,63
s2,d1,p106,c207,t304,87
s7,d4,p103,c204,t303,67
s5,d3,p101,c205,t302,76
s3,d2,p107,c206,t306,94
s1,d6,p107,c203,t301,41
s7,d3,p102,c202,t302,23
s7,d1,p106,c207,t303,91
s7,d6,p104,c201,t301,65
s6,d3,p104,c207,t302,78
s4,d5,p104,c202,t303,53
s4,d5,p107,c207,t302,30
s7,d3,p106,c201,t305,50
s1,d7,p101,c204,t302,30
s3,d2,p106,c204,t305,75
s6,d5,p102,c207,t301,57
s4,d5,p102,c202,t304,40
s6,d1,p105,c204,t302,29
s6,d1,p102,c205,t302,45
s2,d2,p103,c204,t307,27
s7,d2,p106,c203,t303,27
s3,d2,p103,c206,t306,79
s5,d6,p101,c201,t306,91
s1,d5,p104,c203,t302,53
s4,d6,p104,c205,t306,35
s7,d7,p103,c206,t306,32
s1,d2,p105,c202,t307,95
s5,d5,p101,c204,t303,41
s4,d3,p105,c202,t302,46
s1,d1,p104,c205,t303,83
s5,d2,p105,c201,t306,21
s2,d7,p102,c203,t303,45
s5,d5,p102,c205,t307,88
s3,d2,p104,c205,t303,49
s3,d7,p106,c202,t307,27
s5,d6,p105,c203,t307,57
s6,d3,p101,c201,t307,80
s6,d4,p101,c201,t302,84
s2,d6,p104,c201,t301,86
s1,d7,p107,c202,t305,65
s7,d4,p102,c204,t302,91
s1,d2,p105,c201,t301,62
s7,d2,p101,c204,t306,78
s7,d6,p102,c205,t305,65
s2,d5,p102,c205,t305,91
s4,d1,p106,c207,t306,54
s5,d6,p103,c202,t304,58
s3,d6,p106,c205,t305,70
s7,d7,p103,c203,t305,23
s7,d4,p106,c207,t303,99
s3,d4,p103,c203,t307,96
s3,d7,p104,c203,t301,70
s6,d4,p102,c205,t304,24
s6,d1,p103,c202,t303,74
s7,d7,p103,c206,t302,39
s1,d4,p102,c202,t307,43
s7,d1,p102,c205,t306,55
s1,d4,p103,c204,t305,53
s7,d6,p103,c205,t301,73
s2,d6,p106,c202,t304,53
s4,d4,p105,c201,t304,36
s6,d6,p101,c203,t306,24
s5,d5,p101,c202,t307,37
s7,d5,p107,c201,t302,74
s3,d3,p103,c201,t304,72
s2,d7,p103,c202,t305,69
s4,d5,p103,c207,t306,91
s1,d4,p104,c201,t301,98
s3,d4,p104,c203,t307,64
s5,d3,p104,c205,t301,32
s6,d3,p106,c204,t305,35
s3,d7,p102,c202,t306,32
s3,d7,p103,c203,t302,39
s5,d2,p107,c203,t303,85
s6,d5,p107,c201,t302,66
s2,d1,p104,c205,t306,38
s5,d1,p104,c201,t302,64
s6,d2,p104,c202,t301,56
s6,d6,p105,c203,t302,73
s5,d1,p105,c204,t302,25
s1,d7,p107,c202,t303,33
s7,d2,p102,c202,t301,23
s2,d3,p103,c203,t304,74
s2,d4,p107,c204,t303,53
s7,d3,p101,c206,t304,46
s4,d7,p106,c202,t304,26
s4,d1,p107,c206,t303,22
s1,d5,p102,c207,t305,66
s6,d7,p102,c206,t303,21
s1,d6,p106,c201,t305,99
s4,d1,p107,c205,t304,44
s4,d5,p106,c205,t302,79
s2,d1,p105,c206,t303,98
s4,d1,p105,c201,t302,43
s5,d2,p105,c205,t301,34
s7,d6,p102,c205,t301,33
s6,d1,p101,c201,t301,73
s3,d6,p101,c202,t301,97
s5,d1,p102,c202,t306,25
s6,d5,p102,c204,t301,97
s4,d3,p107,c204,t306,37
s3,d2,p105,c203,t304,39
s1,d3,p102,c206,t305,81
s7,d3,p106,c206,t307,99
s4,d6,p102,c207,t304,59
s4,d1,p105,c207,t304,58
s1,d5,p106,c203,t304,71
s4,d6,p107,c203,t304,51
s3,d4,p107,c204,t301,92
s1,d3,p104,c205,t302,46
s1,d1,p103,c207,t305,71
s2,d7,p101,c206,t303,82
s7,d7,p104,c207,t301,93
s4,d3,p107,c207,t307,82
s2,d6,p107,c203,t301,36
s3,d3,p105,c206,t302,68
s6,d1,p105,c202,t304,42
s3,d5,p106,c203,t301,91
s1,d3,p106,c203,t303,32
s2,d6,p102,c205,t305,42
s4,d7,p103,c203,t301,76
s7,d3,p107,c202,t305,81
s3,d3,p102,c202,t302,73
s2,d1,p106,c204,t307,39
s1,d4,p105,c203,t303,71
s7,d6,p107,c203,t306,42
s7,d4,p106,c207,t306,54
s5,d7,p106,c206,t305,86
s1,d2,p102,c201,t307,53
s6,d2,p104,c205,t307,52
s1,d7,p106,c203,t307,65
s2,d4,p103,c206,t304,64
s5,d7,p106,c206,t302,38
s4,d5,p107,c203,t306,34
s7,d3,p104,c201,t301,97
s1,d4,p104,c202,t304,85
s1,d5,p102,c205,t303,58
s5,d3,p105,c203,t302,37
s4,d6,p102,c202,t306,89
s1,d5,p103,c202,t302,78
s1,d4,p102,c207,t302,51
s2,d6,p106,c206,t304,40
s6,d5,p101,c201,t306,59
s2,d5,p105,c201,t304,46
s3,d4,p105,c207,t302,21
s2,d3,p103,c203,t303,99
s7,d2,p101,c201,t307,58
s7,d3,p107,c203,t302,75
s4,d6,p102,c206,t301,32
s3,d1,p102,c205,t307,75
s2,d6,p101,c203,t307,85
s5,d6,p104,c202,t307,97
s2,d2,p101,c204,t307,75
s6,d6,p106,c201,t306,47
s2,d2,p107,c207,t302,83
s6,d2,p107,c205,t301,90
s2,d7,p103,c205,t306,83
s6,d7,p107,c201,t306,75
s1,d1,p103,c204,t302,60
s6,d1,p106,c203,t303,60
s5,d1,p107,c205,t301,23
s3,d7,p106,c207,t305,76
s7,d6,p103,c202,t306,49
s1,d2,p105,c203,t302,65
s5,d7,p102,c204,t305,75
s3,d4,p107,c203,t307,50
s6,d4,p102,c206,t307,26
s2,d3,p101,c201,t307,96
s1,d1,p104,c203,t304,73
s3,d1,p107,c206,t304,27
s2,d2,p107,c202,t304,74
s1,d4,p106,c201,t305,88
s3,d3,p106,c205,t304,63
s3,d6,p107,c206,t305,32
s1,d4,p107,c201,t301,39
s1,d6,p104,c201,t307,97
s7,d7,p102,c206,t302,51
s6,d7,p102,c203,t305,79
s7,d6,p103,c202,t306,69
s6,d7,p105,c201,t304,46
s3,d1,p102,c204,t304,44
s4,d5,p102,c207,t307,71
s2,d7,p102,c206,t302,87
s3,d7,p102,c202,t305,40
s1,d5,p103,c205,t306,37
s3,d5,p105,c203,t301,58
s1,d3,p105,c202,t302,34
s2,d5,p104,c207,t304,72
s6,d2,p104,c203,t301,57
s7,d3,p107,c201,t302,67
s1,d5,p101,c205,t306,71
s1,d7,p103,c204,t304,91
s4,d7,p102,c207,t301,47
s6,d5,p107,c207,t307,35
s7,d1,p104,c206,t307,35
s1,d6,p104,c201,t302,54
s5,d1,p101,c202,t305,36
s7,d3,p104,c202,t302,92
s5,d7,p107,c207,t306,71
s4,d3,p103,c206,t305,31
s2,d3,p106,c201,t304,67
s2,d3,p107,c206,t303,41
s7,d1,p101,c201,t307,68
s1,d5,p102,c201,t307,71
s4,d4,p102,c203,t306,98
s6,d3,p101,c204,t305,20
s4,d6,p103,c201,t307,85
s4,d7,p101,c206,t303,83
s5,d7,p101,c203,t307,27
s6,d2,p103,c201,t304,44
s2,d6,p103,c205,t301,85
s6,d3,p105,c202,t305,92
s5,d6,p103,c207,t302,92
s2,d5,p101,c203,t302,96
s3,d7,p103,c202,t304,89
s7,d3,p102,c206,t303,98
s1,d6,p101,c207,t304,70
s6,d5,p101,c202,t301,72
s3,d2,p102,c203,t307,34
s7,d4,p102,c204,t301,69
s6,d5,p104,c201,t307,90
s1,d5,p107,c202,t306,94
s1,d3,p105,c203,t305,57
s4,d5,p107,c201,t302,59
s5,d7,p102,c202,t305,85
s5,d5,p107,c206,t304,58
s2,d5,p103,c201,t301,93
s4,d6,p107,c204,t305,36
s5,d2,p104,c201,t304,26
s2,d2,p107,c204,t307,58
s2,d5,p106,c206,t301,87
s2,d4,p107,c205,t301,54
s5,d1,p106,c202,t307,70
s1,d2,p101,c203,t304,66
s4,d5,p104,c206,t307,55
s4,d1,p106,c202,t303,83
s2,d1,p105,c202,t304,32
s2,d6,p102,c201,t307,37
s2,d3,p103,c206,t306,40
s2,d4,p104,c204,t304,84
s2,d3,p106,c205,t301,27
s7,d5,p107,c207,t306,67
s2,d1,p101,c207,t301,62
s6,d6,p103,c205,t303,72
s7,d1,p104,c205,t307,46
s7,d1,p106,c207,t301,38
s4,d3,p107,c205,t302,42
s6,d2,p104,c202,t302,69
s2,d4,p107,c204,t307,70
s1,d1,p106,c205,t306,62
s3,d4,p105,c205,t306,70
s6,d6,p102,c205,t302,88
s7,d1,p104,c202,t301,60
s6,d7,p107,c207,t306,91
s5,d7,p103,c202,t305,30
s7,d3,p104,c201,t306,99
s5,d5,p107,c205,t307,71
s6,d2,p104,c203,t305,42
s7,d5,p104,c201,t301,68
s4,d3,p101,c205,t307,57
s5,d1,p106,c206,t302,66
s2,d6,p102,c202,t303,91
s1,d4,p103,c202,t304,26
s4,d6,p104,c204,t304,85
s4,d3,p101,c205,t302,96
s1,d6,p105,c204,t307,81
s6,d5,p105,c203,t303,48
s2,d7,p103,c204,t307,57
s4,d5,p101,c207,t306,52
s7,d5,p104,c206,t305,48
s1,d6,p104,c202,t304,98
s7,d1,p103,c205,t305,42
s2,d5,p106,c201,t305,22
s6,d7,p106,c207,t301,64
s1,d7,p102,c204,t306,27
s2,d5,p107,c202,t306,48
s5,d1,p107,c207,t306,21
s7,d1,p102,c207,t306,69
s1,d3,p107,c206,t302,84
s2,d1,p101,c201,t305,39
s3,d6,p101,c205,t305,71
s7,d7,p103,c204,t303,56
s5,d4,p105,c203,t304,91
s7,d4,p107,c206,t301,46
s4,d7,p106,c207,t302,66
s1,d7,p102,c202,t303,25
s7,d2,p103,c205,t305,79
s2,d1,p107,c202,t307,64
s4,d5,p105,c204,t303,63
s4,d2,p101,c207,t307,37
s6,d4,p107,c204,t305,84
s4,d6,p107,c204,t307,44
s4,d3,p103,c206,t302,46
s2,d6,p106,c206,t307,26
s7,d6,p106,c206,t306,63
s6,d6,p101,c203,t303,48
s2,d6,p105,c202,t304,63
s6,d3,p107,c202,t303,55
s3,d2,p101,c202,t304,38
s3,d5,p101,c201,t303,25
s2,d7,p102,c201,t307,44
s6,d1,p107,c204,t305,50
s2,d3,p107,c206,t306,28
s3,d5,p105,c206,t305,93
s2,d1,p107,c207,t307,56
s1,d7,p105,c203,t301,46
s6,d7,p102,c201,t305,32
s1,d2,p106,c204,t307,60
s7,d1,p102,c204,t304,85
s7,d4,p105,c205,t303,43
s1,d5,p101,c205,t304,63
s7,d3,p104,c204,t302,79
s1,d5,p107,c205,t301,28
s4,d5,p104,c202,t305,21
s1,d3,p104,c204,t302,75
s6,d2,p104,c204,t302,49
s6,d2,p104,c204,t305,41
s3,d7,p106,c205,t302,94
s6,d1,p107,c207,t303,32
s7,d5,p104,c205,t305,90
s4,d2,p103,c205,t306,35
s7,d6,p102,c204,t306,64
s7,d2,p102,c201,t305,84
s3,d4,p107,c204,t305,30
s5,d6,p106,c207,t303,89
s5,d1,p106,c206,t301,39
s2,d5,p105,c202,t301,82
s4,d5,p106,c202,t306,31
s7,d3,p101,c205,t306,81
s1,d3,p105,c207,t301,61
s5,d1,p101,c202,t304,88
s4,d4,p102,c206,t307,77
s1,d4,p106,c201,t305,24
s7,d2,p104,c203,t302,46
s5,d2,p101,c206,t305,47
s2,d5,p105,c207,t306,45
s3,d6,p105,c201,t305,68
s2,d5,p107,c203,t304,40
s5,d4,p102,c206,t303,20
s3,d6,p101,c202,t302,77
s5,d6,p103,c204,t306,98
s5,d6,p105,c204,t303,74
s1,d1,p104,c204,t301,45
s4,d4,p104,c207,t305,44
s6,d2,p107,c206,t306,96
s7,d6,p101,c204,t304,52
s3,d5,p101,c206,t307,91
s7,d4,p106,c203,t301,88
s7,d4,p103,c207,t302,25
s6,d6,p102,c202,t301,42
s7,d1,p107,c205,t303,49
s2,d5,p102,c203,t304,97
s3,d2,p106,c205,t304,73
s4,d1,p101,c207,t302,30
s6,d4,p106,c205,t305,50
s4,d3,p101,c207,t302,25
s4,d4,p107,c205,t307,30
s1,d6,p106,c205,t304,96
s5,d7,p106,c204,t302,31
s2,d4,p102,c207,t306,85
s6,d6,p107,c201,t304,72
s2,d6,p102,c204,t306,55
s2,d2,p107,c201,t306,36
s7,d5,p107,c204,t307,47
s3,d5,p105,c202,t301,41
s1,d6,p102,c207,t301,26
s1,d4,p106,c201,t306,34
s7,d3,p104,c204,t305,30
s2,d7,p103,c204,t305,43
s2,d5,p106,c207,t306,86
s6,d1,p107,c204,t304,49
s4,d5,p106,c207,t303,89
s3,d7,p104,c201,t304,85
s7,d7,p107,c203,t305,80
s4,d6,p105,c203,t302,97
s5,d4,p106,c205,t307,60
s4,d4,p107,c201,t306,70
s5,d4,p104,c206,t306,63
s5,d3,p105,c204,t307,32
s4,d5,p107,c206,t303,31
s7,d6,p105,c201,t305,28
s7,d3,p103,c203,t302,67
s7,d1,p107,c207,t307,68
s2,d7,p101,c201,t305,72
s4,d2,p102,c201,t304,75
s5,d3,p105,c202,t301,59
s1,d3,p104,c202,t302,43
s5,d1,p107,c206,t303,91
s6,d5,p107,c202,t303,52
s3,d7,p104,c206,t302,42
s1,d2,p106,c203,t301,96
s4,d7,p103,c201,t302,73
s5,d6,p103,c206,t301,72
s6,d3,p105,c202,t307,68
s1,d3,p106,c204,t303,97
s2,d5,p104,c207,t302,97
s4,d4,p104,c205,t307,99
s5,d6,p103,c202,t303,68
s6,d5,p105,c204,t301,79
s3,d5,p105,c205,t305,84
s2,d5,p101,c206,t305,51
s3,d2,p101,c204,t307,98
s1,d2,p105,c206,t306,40
s3,d2,p107,c203,t303,37
s5,d6,p107,c206,t301,79
s5,d4,p105,c201,t305,32
s3,d6,p102,c201,t302,43
s1,d2,p102,c207,t305,49
s5,d3,p104,c202,t303,21
s7,d4,p102,c201,t306,44
s5,d6,p102,c203,t301,69
s3,d7,p104,c205,t303,33
s3,d7,p101,c204,t307,25
s1,d3,p103,c204,t306,95
s2,d3,p101,c205,t304,49
s4,d6,p105,c205,t302,49
s4,d7,p105,c202,t305,57
s4,d2,p107,c204,t305,77
s3,d1,p106,c207,t303,60
s5,d4,p102,c207,t306,76
s5,d6,p104,c205,t303,55
s6,d2,p102,c205,t302,83
s7,d3,p104,c202,t305,35
s2,d7,p101,c207,t306,97
s7,d6,p103,c201,t302,91
s5,d3,p106,c207,t301,33
s3,d6,p107,c201,t304,50
s1,d3,p107,c204,t304,85
s1,d7,p101,c205,t303,87
s6,d3,p102,c207,t307,84
s4,d6,p102,c202,t307,74
s4,d7,p101,c207,t301,97
s1,d4,p106,c204,t304,59
s4,d1,p106,c207,t303,44
s4,d5,p102,c203,t303,44
s2,d6,p105,c201,t307,22
s7,d2,p107,c201,t303,88
s7,d4,p103,c207,t304,45
s1,d6,p105,c206,t305,59
s2,d5,p105,c203,t306,57
s6,d6,p101,c202,t302,57
s4,d6,p105,c203,t301,87
s5,d4,p105,c202,t303,26
s6,d4,p103,c207,t302,49
s7,d5,p106,c204,t301,38
s4,d4,p103,c207,t306,54
s4,d3,p102,c203,t304,52
s2,d6,p106,c202,t305,52
s3,d4,p105,c206,t305,97
s6,d4,p104,c203,t301,57
s3,d5,p104,c204,t307,29
s5,d2,p106,c201,t307,76
s7,d7,p101,c207,t303,47
s4,d7,p103,c206,t306,97
s7,d7,p104,c207,t302,57
